Gilmer,Georgia,1616
Gilmer,West Virginia,577
Gilpin,Colorado,210
Glacier,Montana,1115
Glades,Florida,354
Gladwin,Michigan,1661
Glascock,Georgia,226
Glasscock,Texas,79
Glenn,California,2217
Gloucester,New Jersey,20011
Gloucester,Virginia,2506
Glynn,Georgia,5210
Gogebic,Michigan,958
Golden Valley,Montana,67
Golden Valley,North Dakota,145
Goliad,Texas,446
Gonzales,Texas,1388
Goochland,Virginia,2574
Goodhue,Minnesota,3080
Gooding,Idaho,1168
Gordon,Georgia,4158
Goshen,Wyoming,980
Gosper,Nebraska,112
Gove,Kansas,167
Grady,Georgia,1018
Grady,Oklahoma,2991
Grafton,New Hampshire,7126
Graham,Arizona,2811
Graham,Kansas,122
Graham,North Carolina,514
Grainger,Tennessee,1538
Grand,Colorado,786
Grand,Utah,573
Grand Forks,North Dakota,5936
Grand Isle,Vermont,420
Grand Traverse,Michigan,6360
Granite,Montana,140
Grant,Arkansas,1107
Grant,Indiana,5868
Grant,Kansas,563
