UT,2015,4,29865.94
UT,2015,6,31642.44
VA,2012,9,28066.66
VA,2012,10,46924.59
VA,2012,12,39320.15
VA,2013,2,37643.95
VA,2013,4,27700.82
VA,2013,6,30207.98
VA,2013,9,27393.97
VA,2013,10,47892.23
VA,2013,12,40868.85
VA,2014,2,36655.4
VA,2014,4,39429.46
VA,2014,6,26909.98
VA,2014,9,27370.0
VA,2014,10,49244.24
VA,2014,12,42652.15
VA,2015,2,36444.6
VA,2015,4,26989.37
VA,2015,6,29832.28
VT,2012,9,1459.11
VT,2012,10,3353.76
VT,2012,12,2546.6
VT,2013,2,1275.0
VT,2013,4,5073.65
VT,2013,6,1906.04
VT,2013,9,1408.11
VT,2013,10,3106.58
VT,2013,12,2321.35
VT,2014,2,1835.66
VT,2014,4,4853.16
VT,2014,6,1557.88
VT,2014,9,1575.56
VT,2014,10,3386.91
VT,2014,12,2423.35
VT,2015,2,2548.81
VT,2015,4,4559.06
VT,2015,6,1799.96
WA,2012,9,13245.89
WA,2012,10,21956.35
WA,2012,12,20462.9
WA,2013,2,18374.28
WA,2013,4,12266.69
WA,2013,6,19904.11
WA,2013,9,12886.51
WA,2013,10,21613.12
WA,2013,12,19817.41
WA,2014,2,16651.84
WA,2014,4,14783.54
WA,2014,6,17739.5
WA,2014,9,12747.28
WA,2014,10,21216.85
WA,2014,12,19791.91
WA,2015,2,18330.93
WA,2015,4,15039.05
WA,2015,6,17982.26
WI,2012,9,37345.6
WI,2012,10,52067.43
WI,2012,12,44116.36
WI,2013,2,46573.03
WI,2013,4,54684.75
WI,2013,6,57966.26
WI,2013,9,38699.82
WI,2013,10,50812.15
WI,2013,12,43101.97
WI,2014,2,46046.71
WI,2014,4,61353.85
WI,2014,6,58114.67
WI,2014,9,35482.74
WI,2014,10,52901.79
WI,2014,12,42400.72
WI,2015,2,44709.49
WI,2015,4,47518.23
WI,2015,6,58396.19
WV,2012,9,16480.48
WV,2012,10,20046.57
WV,2012,12,18764.6
WV,2013,2,17603.67
WV,2013,4,12750.17
WV,2013,6,17222.53
WV,2013,9,14708.91
WV,2013,10,18968.77
WV,2013,12,16198.79
WV,2014,2,17006.12
WV,2014,4,18996.14
WV,2014,6,16631.44
WV,2014,9,13989.3
WV,2014,10,19704.02
WV,2014,12,19208.64
WV,2015,2,17703.97
WV,2015,4,16182.3
WV,2015,6,17195.84
WY,2012,9,3904.73
WY,2012,10,6917.81
WY,2012,12,7002.64
WY,2013,2,6557.41
WY,2013,4,5080.96
WY,2013,6,3783.86
WY,2013,9,3374.5
WY,2013,10,6365.31
